question1,question2,is_duplicate
What is the history of the violin?,Where should someone new to the stock market begin?,0
What is the best way to begin learning REST APIs?,Who invented REST APIs?,0
How do I get started with sourdough bread?,Where should someone new to Go modules begin?,0
How do I get started with climate change?,How can a beginner start out with climate change?,1
Why is the stock market controversial?,What is the history of quantum computing?,0
How can a beginner start out with espresso?,How do I get started with espresso?,1
Where should someone new to espresso begin?,How do I get started with espresso?,1
Who invented REST APIs?,What is the best way to begin learning rock climbing?,0
How can a beginner start out with rock climbing?,What are the risks of rock climbing?,0
What is the best way to begin learning machine learning?,Where should someone new to machine learning begin?,1
What are the risks of quantum computing?,How much does sleep hygiene cost?,0
How can a beginner start out with remote work?,How do I get started with remote work?,1
What is the best way to begin learning remote work?,Who invented remote work?,0
How much does quantum computing cost?,Who invented espresso?,0
Where should someone new to quantum computing begin?,How can a beginner start out with quantum computing?,1
What is the best way to begin learning sourdough bread?,Where should someone new to sourdough bread begin?,1
Why is rock climbing controversial?,What is the best way to begin learning sourdough bread?,0
How can a beginner start out with espresso?,How do I get started with the stock market?,0
Where should someone new to rock climbing begin?,How do I get started with rock climbing?,1
Who invented REST APIs?,Who invented remote work?,0
How do I get started with sleep hygiene?,Who invented sleep hygiene?,0
How do I get started with the violin?,How can a beginner start out with the violin?,1
How can a beginner start out with sleep hygiene?,How do I get started with sleep hygiene?,1
How do I get started with REST APIs?,What are the risks of REST APIs?,0
What is the best way to begin learning Kubernetes?,How do I get started with Kubernetes?,1
How can a beginner start out with remote work?,How do I get started with remote work?,1
What is the best way to begin learning Go modules?,Where should someone new to Go modules begin?,1
What is the best way to begin learning espresso?,What is the history of sleep hygiene?,0
How can a beginner start out with rock climbing?,How do I get started with rock climbing?,1
Where should someone new to compound interest begin?,How do I get started with compound interest?,1
How do I get started with REST APIs?,Who invented REST APIs?,0
How can a beginner start out with machine learning?,What is the history of machine learning?,0
How do I get started with quantum computing?,Why is climate change controversial?,0
What is the best way to begin learning quantum computing?,How much does Python cost?,0
What is the best way to begin learning the stock market?,Where should someone new to the stock market begin?,1
How do I get started with the Roman empire?,Where should someone new to the Roman empire begin?,1
Why is the Roman empire controversial?,What is the history of Go modules?,0
How can a beginner start out with Kubernetes?,How do I get started with Kubernetes?,1
